material,formula,type,chi_value_cgs,provenance
Landolt_Dia_Comp_2546,LD2546,molar,-57.56134410556267,measured
Landolt_Para_Comp_931,LP931,molar,435.4881777528584,measured
Landolt_Para_Comp_4378,LP4378,molar,73.21698213655844,measured
Landolt_Para_Comp_4008,LP4008,molar,214.47046058704368,measured
Landolt_Para_Comp_46,LP46,molar,164.05756292723513,measured
Landolt_Para_Comp_4759,LP4759,molar,191.67977257860656,measured
Landolt_Dia_Comp_4694,LD4694,molar,-92.08189806720523,measured
Landolt_Dia_Comp_953,LD953,molar,-53.34688868206772,measured
Landolt_Para_Comp_1988,LP1988,molar,42.21980101531742,measured
Landolt_Dia_Comp_303,LD303,molar,-55.53444616320617,measured
Landolt_Para_Comp_5792,LP5792,molar,130.08404455620425,measured
Landolt_Para_Comp_4291,LP4291,molar,177.4002489598219,measured
Landolt_Para_Comp_5872,LP5872,molar,25.33377564414604,measured
Landolt_Dia_Comp_5690,LD5690,molar,-35.00995975034675,measured
Landolt_Dia_Comp_274,LD274,molar,-61.87296005854453,measured
Landolt_Para_Comp_3639,LP3639,molar,54.73467369530288,measured
Landolt_Para_Comp_4160,LP4160,molar,152.0710633968823,measured
Landolt_Para_Comp_900,LP900,molar,152.54464024903814,measured
Landolt_Dia_Comp_5534,LD5534,molar,-52.41261750644777,measured
Landolt_Para_Comp_204,LP204,molar,38.77407268971469,measured
Landolt_Dia_Comp_1418,LD1418,molar,-34.40720767042044,measured
Landolt_Para_Comp_5032,LP5032,molar,142.8437884310012,measured
Landolt_Dia_Comp_1040,LD1040,molar,-22.517550237835042,measured
Landolt_Para_Comp_4384,LP4384,molar,54.299104375276706,measured
Landolt_Dia_Comp_807,LD807,molar,-88.28153606871395,measured
Landolt_Para_Comp_5223,LP5223,molar,227.4738263781723,measured
Landolt_Para_Comp_1118,LP1118,molar,331.5116658252672,measured
Landolt_Para_Comp_744,LP744,molar,86.56779261568416,measured
Landolt_Dia_Comp_5178,LD5178,molar,-22.648257928554898,measured
Landolt_Para_Comp_893,LP893,molar,61.788005465098216,measured
Landolt_Para_Comp_2092,LP2092,molar,124.27270416950577,measured
Landolt_Dia_Comp_4264,LD4264,molar,-58.958925615965796,measured
Landolt_Para_Comp_291,LP291,molar,32.56683518870881,measured
Landolt_Dia_Comp_2109,LD2109,molar,-94.85767413203475,measured
Landolt_Dia_Comp_4802,LD4802,molar,-59.21456805470782,measured
Landolt_Dia_Comp_2779,LD2779,molar,-33.477159998290034,measured
Landolt_Para_Comp_3231,LP3231,molar,30.50744786618666,measured
Landolt_Para_Comp_3545,LP3545,molar,229.3232589843538,measured
Landolt_Para_Comp_4554,LP4554,molar,184.81707249544314,measured
Landolt_Para_Comp_5248,LP5248,molar,24.59223205476254,measured
Landolt_Dia_Comp_5347,LD5347,molar,-44.901382070011266,measured
Landolt_Dia_Comp_4858,LD4858,molar,-52.52791451499908,measured
Landolt_Dia_Comp_526,LD526,molar,-88.21207806924852,measured
Landolt_Dia_Comp_4842,LD4842,molar,-67.67694978942903,measured
Landolt_Para_Comp_5025,LP5025,molar,237.9674871323983,measured
Landolt_Para_Comp_5524,LP5524,molar,15.132400721421078,measured
Landolt_Para_Comp_3911,LP3911,molar,21.448015885567557,measured
Landolt_Para_Comp_3664,LP3664,molar,88.80694151399985,measured
Landolt_Para_Comp_667,LP667,molar,212.33268349261897,measured
Landolt_Dia_Comp_4032,LD4032,molar,-68.6251952066408,measured
Landolt_Dia_Comp_483,LD483,molar,-64.3571749619157,measured
Landolt_Para_Comp_3863,LP3863,molar,183.35529278022895,measured
Landolt_Para_Comp_172,LP172,molar,77.54671918372273,measured
Landolt_Para_Comp_5928,LP5928,molar,104.7694590599722,measured
Landolt_Para_Comp_370,LP370,molar,33.081775919824594,measured
Landolt_Para_Comp_5057,LP5057,molar,38.38271594490625,measured
Landolt_Para_Comp_2815,LP2815,molar,191.41175156343562,measured
Landolt_Para_Comp_5150,LP5150,molar,723.4020614324603,measured
Landolt_Para_Comp_2554,LP2554,molar,99.20362908781263,measured
Landolt_Para_Comp_5213,LP5213,molar,395.29298913122636,measured
Landolt_Dia_Comp_5141,LD5141,molar,-31.09831287406465,measured
Landolt_Para_Comp_4919,LP4919,molar,193.31730863636483,measured
Landolt_Dia_Comp_422,LD422,molar,-39.11692498359446,measured
Landolt_Dia_Comp_3927,LD3927,molar,-66.36831269559696,measured
Landolt_Para_Comp_2580,LP2580,molar,194.80892605621474,measured
Landolt_Para_Comp_3763,LP3763,molar,125.72819283464943,measured
Landolt_Dia_Comp_5695,LD5695,molar,-35.78343910382863,measured
Landolt_Dia_Comp_2207,LD2207,molar,-59.19612957723365,measured
Landolt_Para_Comp_2309,LP2309,molar,165.56516018586316,measured
Landolt_Para_Comp_1607,LP1607,molar,109.10991486105932,measured
Landolt_Dia_Comp_5808,LD5808,molar,-69.41225820191417,measured
Landolt_Dia_Comp_3175,LD3175,molar,-40.40129258757793,measured
Landolt_Para_Comp_2471,LP2471,molar,217.11108362678803,measured
Landolt_Dia_Comp_4365,LD4365,molar,-74.80201181986673,measured
Landolt_Para_Comp_215,LP215,molar,17.82030753527276,measured
Landolt_Para_Comp_2522,LP2522,molar,80.11235468472478,measured
Landolt_Dia_Comp_4043,LD4043,molar,-70.94136822472115,measured
Landolt_Para_Comp_4788,LP4788,molar,170.85061025117247,measured
Landolt_Para_Comp_4474,LP4474,molar,29.637096804409676,measured
Landolt_Para_Comp_2211,LP2211,molar,48.687151280948896,measured
Landolt_Para_Comp_3021,LP3021,molar,12.815410215233717,measured
Landolt_Para_Comp_1120,LP1120,molar,143.13564655400637,measured
Landolt_Para_Comp_5371,LP5371,molar,32.478189393749474,measured
Landolt_Dia_Comp_713,LD713,molar,-37.644911162835925,measured
Landolt_Dia_Comp_5887,LD5887,molar,-29.476796517177824,measured
Landolt_Para_Comp_2932,LP2932,molar,141.63543314137019,measured
Landolt_Dia_Comp_76,LD76,molar,-46.09402685312473,measured
Landolt_Dia_Comp_5847,LD5847,molar,-49.257807466847105,measured
Landolt_Dia_Comp_1614,LD1614,molar,-27.19764238446981,measured
Landolt_Para_Comp_1714,LP1714,molar,82.82584332135968,measured
Landolt_Para_Comp_5764,LP5764,molar,46.78242355820414,measured
Landolt_Para_Comp_3560,LP3560,molar,61.393139895959344,measured
Landolt_Para_Comp_4027,LP4027,molar,20.384569392753818,measured
Landolt_Dia_Comp_1008,LD1008,molar,-39.27266426251349,measured
Landolt_Para_Comp_5221,LP5221,molar,167.70678592978174,measured
Landolt_Para_Comp_3975,LP3975,molar,72.74599860506393,measured
Landolt_Para_Comp_4428,LP4428,molar,20.998951676226206,measured
Landolt_Dia_Comp_124,LD124,molar,-49.62487569008942,measured
Landolt_Dia_Comp_5543,LD5543,molar,-55.44022989866419,measured
Landolt_Para_Comp_1115,LP1115,molar,53.677739691107405,measured
Landolt_Para_Comp_5100,LP5100,molar,470.1004703232256,measured
Landolt_Dia_Comp_5019,LD5019,molar,-26.289961324270656,measured
Landolt_Dia_Comp_788,LD788,molar,-57.76579506788257,measured
Landolt_Dia_Comp_1769,LD1769,molar,-23.31214005106804,measured
Landolt_Dia_Comp_4725,LD4725,molar,-44.97361114476949,measured
Landolt_Dia_Comp_4997,LD4997,molar,-78.4091243793172,measured
Landolt_Para_Comp_5850,LP5850,molar,232.35581293557965,measured
Landolt_Dia_Comp_5587,LD5587,molar,-59.1823917449658,measured
Landolt_Para_Comp_1992,LP1992,molar,472.94866603629356,measured
Landolt_Para_Comp_2744,LP2744,molar,176.82829304742842,measured
Landolt_Dia_Comp_2821,LD2821,molar,-48.52389914373165,measured
Landolt_Dia_Comp_3503,LD3503,molar,-70.48896502293545,measured
Landolt_Para_Comp_5483,LP5483,molar,343.8475604999656,measured
Landolt_Para_Comp_1253,LP1253,molar,10.7701720830761,measured
Landolt_Para_Comp_2699,LP2699,molar,23.904528460203835,measured
Landolt_Para_Comp_263,LP263,molar,23.321356096518084,measured
Landolt_Dia_Comp_5601,LD5601,molar,-10.657007899717478,measured
Landolt_Dia_Comp_1081,LD1081,molar,-25.283647717538287,measured
Landolt_Dia_Comp_1407,LD1407,molar,-61.7028241784517,measured
Landolt_Para_Comp_4803,LP4803,molar,100.6250162230246,measured
Landolt_Para_Comp_5985,LP5985,molar,34.70875588537993,measured
Landolt_Para_Comp_198,LP198,molar,383.5441455344715,measured
Landolt_Para_Comp_533,LP533,molar,200.67250304882572,measured
Landolt_Dia_Comp_4958,LD4958,molar,-76.24001351017736,measured
Landolt_Para_Comp_4825,LP4825,molar,75.56539787351637,measured
Landolt_Dia_Comp_5230,LD5230,molar,-74.96446494748639,measured
Landolt_Dia_Comp_617,LD617,molar,-57.16866750440022,measured
Landolt_Para_Comp_1292,LP1292,molar,46.93857842062447,measured
Landolt_Dia_Comp_1039,LD1039,molar,-68.0090479653313,measured
Landolt_Dia_Comp_4596,LD4596,molar,-31.78940662395175,measured
Landolt_Dia_Comp_4044,LD4044,molar,-3.2948444673437507,measured
Landolt_Dia_Comp_1380,LD1380,molar,-46.22207783833054,measured
Landolt_Para_Comp_672,LP672,molar,153.32241391009504,measured
Landolt_Dia_Comp_1346,LD1346,molar,-51.433739171590105,measured
Landolt_Para_Comp_334,LP334,molar,274.14129668568233,measured
Landolt_Para_Comp_339,LP339,molar,483.7916875031236,measured
Landolt_Para_Comp_1676,LP1676,molar,538.7255077475136,measured
Landolt_Dia_Comp_3968,LD3968,molar,-15.287391103786334,measured
Landolt_Para_Comp_4718,LP4718,molar,41.16972457879703,measured
Landolt_Dia_Comp_1375,LD1375,molar,-74.79211159149922,measured
Landolt_Para_Comp_243,LP243,molar,132.32183735141746,measured
Landolt_Dia_Comp_2858,LD2858,molar,-38.81960201123174,measured
Landolt_Para_Comp_5254,LP5254,molar,225.44816892451723,measured
Landolt_Para_Comp_146,LP146,molar,238.7186779941323,measured
Landolt_Para_Comp_3490,LP3490,molar,186.09974313298483,measured
Landolt_Para_Comp_4432,LP4432,molar,100.52600583649867,measured
Landolt_Para_Comp_3711,LP3711,molar,24.491017159231042,measured
Landolt_Para_Comp_5577,LP5577,molar,208.21708157506055,measured
Landolt_Para_Comp_3086,LP3086,molar,390.4116978400372,measured
Landolt_Dia_Comp_5794,LD5794,molar,-32.88575445256459,measured
Landolt_Dia_Comp_4321,LD4321,molar,-67.96432226765045,measured
Landolt_Dia_Comp_994,LD994,molar,-15.47597006612142,measured
Landolt_Dia_Comp_295,LD295,molar,-78.0162090452587,measured
Landolt_Dia_Comp_5418,LD5418,molar,-31.27579349050433,measured
Landolt_Para_Comp_3414,LP3414,molar,146.85343794418108,measured
Landolt_Dia_Comp_4524,LD4524,molar,-67.12485356777027,measured
Landolt_Dia_Comp_1212,LD1212,molar,-32.961082281067895,measured
Landolt_Dia_Comp_2121,LD2121,molar,-64.63073407194949,measured
Landolt_Para_Comp_5803,LP5803,molar,188.64900764359672,measured
Landolt_Dia_Comp_5130,LD5130,molar,-30.92278966737261,measured
Landolt_Dia_Comp_1299,LD1299,molar,-83.82449167351749,measured
Landolt_Para_Comp_2349,LP2349,molar,31.220545337198118,measured
Landolt_Para_Comp_1105,LP1105,molar,106.8336421636974,measured
Landolt_Dia_Comp_3459,LD3459,molar,-59.819588315505214,measured
Landolt_Para_Comp_4813,LP4813,molar,195.89714038620332,measured
Landolt_Dia_Comp_4406,LD4406,molar,-68.04025734416683,measured
Landolt_Para_Comp_5892,LP5892,molar,51.31484001489682,measured
Landolt_Dia_Comp_1843,LD1843,molar,-54.74582255988459,measured
Landolt_Para_Comp_1412,LP1412,molar,59.520661742754456,measured
Landolt_Dia_Comp_1848,LD1848,molar,-54.0871202406196,measured
Landolt_Dia_Comp_805,LD805,molar,-53.41132387924214,measured
Landolt_Para_Comp_1955,LP1955,molar,237.48594600846204,measured
Landolt_Dia_Comp_1688,LD1688,molar,-21.049057131955703,measured
Landolt_Para_Comp_5431,LP5431,molar,56.93349070869431,measured
Landolt_Dia_Comp_1750,LD1750,molar,-83.72647304980973,measured
Landolt_Para_Comp_4246,LP4246,molar,20.791345936483037,measured
Landolt_Para_Comp_4320,LP4320,molar,342.69625778474585,measured
Landolt_Dia_Comp_1883,LD1883,molar,-45.68857328424568,measured
Landolt_Para_Comp_1727,LP1727,molar,97.1270019915525,measured
Landolt_Dia_Comp_5468,LD5468,molar,-46.03435796981521,measured
Landolt_Dia_Comp_947,LD947,molar,-52.67006251360519,measured
Landolt_Dia_Comp_3411,LD3411,molar,-49.641589572325145,measured
Landolt_Para_Comp_4139,LP4139,molar,66.9416855364494,measured
Landolt_Para_Comp_2331,LP2331,molar,49.597213469962796,measured
Landolt_Para_Comp_4687,LP4687,molar,262.68432877268816,measured
Landolt_Dia_Comp_3647,LD3647,molar,-40.77496596795518,measured
Landolt_Para_Comp_5351,LP5351,molar,28.196149923236714,measured
Landolt_Dia_Comp_1508,LD1508,molar,-54.8877968804652,measured
Landolt_Para_Comp_5917,LP5917,molar,147.0033101807039,measured
Landolt_Para_Comp_948,LP948,molar,421.6780856917723,measured
Landolt_Para_Comp_244,LP244,molar,341.0226794154739,measured
Landolt_Dia_Comp_211,LD211,molar,-53.251209012015835,measured
Landolt_Para_Comp_1971,LP1971,molar,50.83159490809026,measured
Landolt_Para_Comp_3677,LP3677,molar,159.96446164413734,measured
Landolt_Dia_Comp_463,LD463,molar,-41.28530375051731,measured
Landolt_Para_Comp_5274,LP5274,molar,182.18744815437375,measured
Landolt_Para_Comp_2817,LP2817,molar,474.475355743417,measured
Landolt_Para_Comp_2238,LP2238,molar,129.98187859380312,measured
Landolt_Para_Comp_2562,LP2562,molar,20.790593415636835,measured
Landolt_Dia_Comp_114,LD114,molar,-35.19060496867564,measured
Landolt_Dia_Comp_4097,LD4097,molar,-26.538658677634963,measured
Landolt_Para_Comp_4319,LP4319,molar,82.93010640692299,measured
Landolt_Para_Comp_2809,LP2809,molar,210.34543476900237,measured
Landolt_Dia_Comp_5192,LD5192,molar,-17.036411451461575,measured
Landolt_Para_Comp_1480,LP1480,molar,254.11673660505255,measured
Landolt_Para_Comp_119,LP119,molar,28.00018745102175,measured
Landolt_Para_Comp_1829,LP1829,molar,377.6388463064795,measured
Landolt_Dia_Comp_1360,LD1360,molar,-59.43779791897902,measured
Landolt_Dia_Comp_3629,LD3629,molar,-30.307837531931572,measured
Landolt_Dia_Comp_3602,LD3602,molar,-70.13709794754894,measured
Landolt_Para_Comp_2199,LP2199,molar,90.4268610816799,measured
Landolt_Para_Comp_1314,LP1314,molar,55.772757629163955,measured
Landolt_Para_Comp_2051,LP2051,molar,187.91080962859024,measured
Landolt_Para_Comp_5418,LP5418,molar,61.60724513031026,measured
Landolt_Dia_Comp_3304,LD3304,molar,-29.657047965266617,measured
Landolt_Para_Comp_1028,LP1028,molar,332.45778266460945,measured
Landolt_Dia_Comp_245,LD245,molar,-51.10795368172568,measured
Landolt_Dia_Comp_2782,LD2782,molar,-66.12711356080143,measured
Landolt_Para_Comp_5332,LP5332,molar,25.848925241691852,measured
Landolt_Para_Comp_998,LP998,molar,284.2329263081475,measured
Landolt_Dia_Comp_2141,LD2141,molar,-38.58358371354374,measured
Landolt_Para_Comp_595,LP595,molar,388.01514504628875,measured
Landolt_Para_Comp_4629,LP4629,molar,318.7167877203817,measured
Landolt_Dia_Comp_1897,LD1897,molar,-47.49554364341256,measured
Landolt_Dia_Comp_3964,LD3964,molar,-56.773342459897236,measured
Landolt_Dia_Comp_94,LD94,molar,-80.75693701372475,measured
Landolt_Para_Comp_3998,LP3998,molar,21.948449609219715,measured
Landolt_Para_Comp_4987,LP4987,molar,23.278259758052872,measured
Landolt_Dia_Comp_5480,LD5480,molar,-78.43577404430016,measured
Landolt_Dia_Comp_4179,LD4179,molar,-37.121234182432694,measured
Landolt_Dia_Comp_2204,LD2204,molar,-14.605425227501712,measured
Landolt_Para_Comp_1876,LP1876,molar,53.363263945569486,measured
Landolt_Para_Comp_171,LP171,molar,36.5195171950829,measured
Landolt_Para_Comp_576,LP576,molar,176.2987930820979,measured
Landolt_Para_Comp_2408,LP2408,molar,225.48883936036322,measured
Landolt_Dia_Comp_5049,LD5049,molar,-47.31810547587963,measured
Landolt_Para_Comp_1379,LP1379,molar,64.50391821732467,measured
Landolt_Dia_Comp_4327,LD4327,molar,-61.510327690947506,measured
Landolt_Para_Comp_2136,LP2136,molar,59.60227652877114,measured
Landolt_Para_Comp_5423,LP5423,molar,85.89194376625166,measured
Landolt_Para_Comp_4513,LP4513,molar,112.20923307327782,measured
Landolt_Dia_Comp_4238,LD4238,molar,-61.27255650445655,measured
Landolt_Para_Comp_4645,LP4645,molar,118.8857317264167,measured
Landolt_Para_Comp_61,LP61,molar,85.63722956957686,measured
Landolt_Dia_Comp_3542,LD3542,molar,-57.406759962269795,measured
Landolt_Para_Comp_3456,LP3456,molar,32.51439640227699,measured
Landolt_Dia_Comp_1250,LD1250,molar,-20.77851648312579,measured
Landolt_Dia_Comp_5522,LD5522,molar,-33.67771406238362,measured
Landolt_Dia_Comp_3250,LD3250,molar,-102.50975691997581,measured
Landolt_Para_Comp_5647,LP5647,molar,14.257643023013799,measured
Landolt_Para_Comp_4710,LP4710,molar,62.723403934975856,measured
Landolt_Dia_Comp_3932,LD3932,molar,-8.455806842845568,measured
Landolt_Dia_Comp_2788,LD2788,molar,-51.13588246232014,measured
Landolt_Dia_Comp_4651,LD4651,molar,-24.632632292534375,measured
Landolt_Dia_Comp_3161,LD3161,molar,-52.67647864397741,measured
Landolt_Para_Comp_4909,LP4909,molar,138.26661268885547,measured
Landolt_Para_Comp_2449,LP2449,molar,53.393424666963114,measured
Landolt_Dia_Comp_900,LD900,molar,-61.55766140167148,measured
Landolt_Para_Comp_727,LP727,molar,215.23227037079073,measured
Landolt_Dia_Comp_3435,LD3435,molar,-71.02763314899417,measured
Landolt_Dia_Comp_5167,LD5167,molar,-35.16514119696805,measured
Landolt_Dia_Comp_5616,LD5616,molar,-40.269009489438716,measured
Landolt_Dia_Comp_400,LD400,molar,-38.95028093449155,measured
Landolt_Para_Comp_4863,LP4863,molar,314.40749546085055,measured
Landolt_Para_Comp_2679,LP2679,molar,24.065905162292363,measured
Landolt_Para_Comp_4568,LP4568,molar,164.6113661975202,measured
Landolt_Para_Comp_1953,LP1953,molar,80.67826594009792,measured
Landolt_Dia_Comp_4702,LD4702,molar,-71.42850178950111,measured
Landolt_Para_Comp_373,LP373,molar,105.18611369390578,measured
Landolt_Dia_Comp_3177,LD3177,molar,-45.33976268203188,measured
Landolt_Para_Comp_3674,LP3674,molar,160.3879424498069,measured
Landolt_Para_Comp_450,LP450,molar,386.51871380105746,measured
Landolt_Dia_Comp_1799,LD1799,molar,-57.568089632980204,measured
Landolt_Dia_Comp_3441,LD3441,molar,-56.38984233974455,measured
Landolt_Dia_Comp_1447,LD1447,molar,-64.25247934959381,measured
Landolt_Para_Comp_2547,LP2547,molar,63.741268117224976,measured
Landolt_Dia_Comp_5584,LD5584,molar,-70.49186530488488,measured
Landolt_Para_Comp_2343,LP2343,molar,23.795391697217568,measured
Landolt_Para_Comp_364,LP364,molar,266.2120485706036,measured
Landolt_Para_Comp_2078,LP2078,molar,101.72787022366316,measured
Landolt_Dia_Comp_3410,LD3410,molar,-7.861090963026392,measured
Landolt_Para_Comp_5408,LP5408,molar,861.2114762761329,measured
Landolt_Para_Comp_3555,LP3555,molar,624.8070854321056,measured
Landolt_Dia_Comp_827,LD827,molar,-111.19076653000228,measured
Landolt_Dia_Comp_876,LD876,molar,-57.359400121638956,measured
Landolt_Dia_Comp_4496,LD4496,molar,-18.578212075944727,measured
Landolt_Para_Comp_5756,LP5756,molar,30.44972415839835,measured
Landolt_Para_Comp_4359,LP4359,molar,336.0369388962697,measured
Landolt_Dia_Comp_4292,LD4292,molar,-34.72330569124598,measured
Landolt_Dia_Comp_4121,LD4121,molar,-51.73751587940423,measured
Landolt_Dia_Comp_3807,LD3807,molar,-58.67990621713553,measured
Landolt_Dia_Comp_436,LD436,molar,-1.0,measured
Landolt_Dia_Comp_4140,LD4140,molar,-31.52058012297486,measured
Landolt_Dia_Comp_3796,LD3796,molar,-50.79956050861249,measured
Landolt_Dia_Comp_2928,LD2928,molar,-60.97651196331418,measured
Landolt_Dia_Comp_5512,LD5512,molar,-27.488285260015633,measured
Landolt_Dia_Comp_2873,LD2873,molar,-46.82428898206105,measured
Landolt_Para_Comp_4493,LP4493,molar,346.34263620100813,measured
Landolt_Para_Comp_596,LP596,molar,23.100414748598006,measured
Landolt_Para_Comp_5279,LP5279,molar,114.7922423680948,measured
Landolt_Dia_Comp_3981,LD3981,molar,-26.948918835586106,measured
Landolt_Dia_Comp_196,LD196,molar,-62.2004320922741,measured
Landolt_Dia_Comp_3272,LD3272,molar,-36.28168225309857,measured
Landolt_Dia_Comp_3112,LD3112,molar,-55.48292919836091,measured
Landolt_Dia_Comp_568,LD568,molar,-43.28327734687477,measured
Landolt_Dia_Comp_4357,LD4357,molar,-50.025638922128245,measured
Landolt_Dia_Comp_5272,LD5272,molar,-52.08452487599785,measured
Landolt_Dia_Comp_1914,LD1914,molar,-47.89825529920448,measured
Landolt_Para_Comp_5156,LP5156,molar,110.4762762119809,measured
Landolt_Para_Comp_612,LP612,molar,24.778669846604352,measured
Landolt_Para_Comp_561,LP561,molar,146.28104390606924,measured
Landolt_Para_Comp_2652,LP2652,molar,32.99335113892066,measured
Landolt_Para_Comp_5540,LP5540,molar,135.8225692536451,measured
Landolt_Dia_Comp_2119,LD2119,molar,-40.41939626978915,measured
Landolt_Para_Comp_5494,LP5494,molar,129.83588483370312,measured
Landolt_Dia_Comp_4454,LD4454,molar,-68.31429956670567,measured
Landolt_Dia_Comp_3006,LD3006,molar,-42.013417155724454,measured
Landolt_Dia_Comp_661,LD661,molar,-36.43078138823244,measured
Landolt_Dia_Comp_4402,LD4402,molar,-14.787598681968731,measured
Landolt_Dia_Comp_118,LD118,molar,-64.96877322250182,measured
Landolt_Para_Comp_3948,LP3948,molar,24.614448468402216,measured
Landolt_Dia_Comp_3191,LD3191,molar,-63.826961739904306,measured
Landolt_Para_Comp_5853,LP5853,molar,347.9097320630907,measured
Landolt_Para_Comp_2000,LP2000,molar,201.71098803097493,measured
Landolt_Dia_Comp_3323,LD3323,molar,-25.670215651183685,measured
Landolt_Para_Comp_1654,LP1654,molar,144.0128994391366,measured
Landolt_Dia_Comp_6,LD6,molar,-52.49756091936193,measured
Landolt_Dia_Comp_5904,LD5904,molar,-71.20402267858512,measured
Landolt_Dia_Comp_1928,LD1928,molar,-71.51183391427459,measured
Landolt_Para_Comp_946,LP946,molar,239.09881311594106,measured
Landolt_Para_Comp_5413,LP5413,molar,253.75107808719753,measured
Landolt_Dia_Comp_2350,LD2350,molar,-49.83016142552638,measured
Landolt_Para_Comp_3334,LP3334,molar,124.50114582668552,measured
Landolt_Para_Comp_3628,LP3628,molar,109.23481041672036,measured
Landolt_Para_Comp_3991,LP3991,molar,223.79779650306665,measured
Landolt_Dia_Comp_498,LD498,molar,-28.49893318074587,measured
Landolt_Dia_Comp_1717,LD1717,molar,-56.7504615296015,measured
Landolt_Para_Comp_1497,LP1497,molar,301.5347408312395,measured
Landolt_Para_Comp_3574,LP3574,molar,183.68480873871675,measured
Landolt_Dia_Comp_920,LD920,molar,-11.260511349633582,measured
Landolt_Dia_Comp_1384,LD1384,molar,-35.735506553804285,measured
Landolt_Dia_Comp_3185,LD3185,molar,-55.385973735216,measured
Landolt_Dia_Comp_1537,LD1537,molar,-14.52433450677988,measured
Landolt_Para_Comp_1628,LP1628,molar,69.31838531059117,measured
Landolt_Para_Comp_802,LP802,molar,54.757939920569335,measured
Landolt_Dia_Comp_1653,LD1653,molar,-27.584360289917434,measured
Landolt_Dia_Comp_1107,LD1107,molar,-49.98795707762816,measured
Landolt_Dia_Comp_3341,LD3341,molar,-83.57901363909693,measured
Landolt_Dia_Comp_4072,LD4072,molar,-22.69626291673071,measured
Landolt_Para_Comp_5078,LP5078,molar,175.5224184811051,measured
Landolt_Dia_Comp_1854,LD1854,molar,-94.70308919122252,measured
Landolt_Para_Comp_828,LP828,molar,195.89992636287013,measured
Landolt_Para_Comp_2505,LP2505,molar,90.99243090892973,measured
Landolt_Dia_Comp_3302,LD3302,molar,-68.71102406779274,measured
Landolt_Para_Comp_2625,LP2625,molar,222.35398789460322,measured
Landolt_Para_Comp_3418,LP3418,molar,123.45692138883548,measured
Landolt_Para_Comp_3615,LP3615,molar,51.595192737013285,measured
Landolt_Para_Comp_809,LP809,molar,23.324843826795572,measured
Landolt_Para_Comp_1958,LP1958,molar,160.49495632083975,measured
Landolt_Dia_Comp_904,LD904,molar,-10.194755471855835,measured
Landolt_Dia_Comp_4109,LD4109,molar,-40.50283907330602,measured
Landolt_Dia_Comp_1584,LD1584,molar,-50.122033303372966,measured
Landolt_Dia_Comp_4780,LD4780,molar,-37.67260906179768,measured
Landolt_Para_Comp_3630,LP3630,molar,28.804110479474605,measured
Landolt_Para_Comp_2305,LP2305,molar,311.7572306881627,measured
Landolt_Para_Comp_3179,LP3179,molar,14.492597400072537,measured
Landolt_Dia_Comp_1382,LD1382,molar,-66.01495214292243,measured
Landolt_Dia_Comp_546,LD546,molar,-45.96608111342205,measured
Landolt_Para_Comp_389,LP389,molar,274.3713557803212,measured
Landolt_Para_Comp_1217,LP1217,molar,14.797922801887182,measured
Landolt_Para_Comp_2,LP2,molar,652.3348802734312,measured
Landolt_Dia_Comp_4652,LD4652,molar,-55.976201766519814,measured
Landolt_Dia_Comp_4764,LD4764,molar,-59.81537458234904,measured
Landolt_Para_Comp_5585,LP5585,molar,149.2906415477386,measured
Landolt_Para_Comp_2581,LP2581,molar,314.77568495833395,measured
Landolt_Para_Comp_4080,LP4080,molar,297.6372028048204,measured
Landolt_Para_Comp_5527,LP5527,molar,123.48890733676578,measured
Landolt_Dia_Comp_1523,LD1523,molar,-25.318771328179352,measured
Landolt_Dia_Comp_4039,LD4039,molar,-61.50485243627114,measured
Landolt_Para_Comp_5079,LP5079,molar,181.94983622023545,measured
Landolt_Para_Comp_5486,LP5486,molar,107.58887205933938,measured
Landolt_Para_Comp_3139,LP3139,molar,323.3261749102984,measured
Landolt_Dia_Comp_4685,LD4685,molar,-52.485081341790725,measured
Landolt_Para_Comp_2080,LP2080,molar,70.11806240132168,measured
Landolt_Para_Comp_4894,LP4894,molar,50.74542253149673,measured
Landolt_Dia_Comp_1979,LD1979,molar,-77.39301323275556,measured
Landolt_Para_Comp_5665,LP5665,molar,434.79331615475706,measured
Landolt_Dia_Comp_1665,LD1665,molar,-54.82391408526457,measured
Landolt_Para_Comp_1993,LP1993,molar,22.74691978423717,measured
Landolt_Para_Comp_5324,LP5324,molar,134.24636297796127,measured
Landolt_Dia_Comp_2401,LD2401,molar,-44.13795782915624,measured
Landolt_Para_Comp_5685,LP5685,molar,10.31835997740893,measured
Landolt_Dia_Comp_1881,LD1881,molar,-46.809631394723425,measured
Landolt_Dia_Comp_397,LD397,molar,-74.05364389188874,measured
Landolt_Para_Comp_3107,LP3107,molar,227.6236107647669,measured
Landolt_Para_Comp_4683,LP4683,molar,22.97106597055388,measured
Landolt_Para_Comp_5441,LP5441,molar,97.34776234971591,measured
Landolt_Para_Comp_5438,LP5438,molar,182.0243702464927,measured
Landolt_Para_Comp_3928,LP3928,molar,456.6090423589585,measured
Landolt_Dia_Comp_802,LD802,molar,-39.672087405284515,measured
Landolt_Para_Comp_4024,LP4024,molar,52.74089070800647,measured
Landolt_Para_Comp_1819,LP1819,molar,232.8458107732703,measured
Landolt_Dia_Comp_3700,LD3700,molar,-74.6734873430162,measured
Landolt_Para_Comp_2655,LP2655,molar,492.17411189593935,measured
