KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE
 ,K,[cm/s2],Msun,d,d, ,ppm, , , ,deg,deg
--------,----,-----,-------,------,------,---,----------,------,-------,-,---------,---------
10785100,5675,4.53,1.0124,      ,      ,      ,       ,0,286.41653,48.15193,,
10785190,5376,4.48,0.9319,      ,      ,      ,       ,0,286.46298,48.16576,,
10785305,5878,4.98,1.0704,59.145,4.289,0.132,0.0018,0,286.52704,48.19938,,
10785310,5601,4.6,0.992,      ,      ,      ,       ,0,286.52927,48.14679,,
10785348,4791,4.31,0.7796,28.842,4.004,0.314,0.1865,0,286.55334,48.13072,,
10785411,5924,4.59,1.084,      ,      ,      ,       ,0,286.59045,48.19405,,
10785457,5557,4.67,0.9801,      ,      ,      ,       ,0,286.61688,48.10147,,
10785497,5272,4.6,0.9047,      ,      ,      ,       ,0,286.64349,48.14956,,
10788288,4962,4.77,0.8244,      ,      ,      ,       ,0,288.08493,48.12384,,
10788348,5931,4.61,1.0861,      ,      ,      ,       ,0,288.10547,48.10036,,
10788412,6203,4.33,1.1716,      ,      ,      ,       ,0,288.14038,48.1074,,
10788468,5966,4.4,1.0966,      ,      ,      ,       ,0,288.16684,48.10578,,
10788492,6111,4.59,1.1417,      ,      ,      ,       ,0,288.1806,48.14838,,
10788514,5682,4.69,1.0143,      ,      ,      ,       ,0,288.18869,48.12682,,
10788536,5303,4.79,0.9128,      ,      ,      ,       ,0,288.19662,48.19576,,
10788750,5427,4.66,0.9453,26.084,3.49,0.246,0.1879,0,288.28284,48.10999,,
10788808,5459,4.5,0.9538,      ,      ,      ,       ,0,288.3056,48.13305,,
10788890,5864,4.41,1.0663,      ,      ,      ,       ,0,288.34692,48.14749,,
10788911,5743,4.58,1.0315,      ,      ,      ,       ,0,288.35413,48.10116,,
10788963,5936,4.52,1.0876,      ,      ,      ,       ,0,288.37726,48.11736,,
10788980,6047,4.4,1.1215,      ,      ,      ,       ,0,288.38373,48.16987,,
10789074,5604,4.79,0.9928,29.537,2.101,0.186,0.0834,0,288.43222,48.10214,,
10789395,6114,4.57,1.1427,      ,      ,      ,       ,0,288.5658,48.16319,,
10789401,5375,4.27,0.9316,      ,      ,      ,       ,0,288.56787,48.14336,,
10789402,6130,4.55,1.1478,17.624,3.682,0.066,0.0582,0,288.56793,48.16272,,
10789476,5834,4.59,1.0575,      ,      ,      ,       ,0,288.60199,48.10491,,
10789702,5923,4.53,1.0837,      ,      ,      ,       ,0,288.71286,48.13774,,
10789803,4941,4.62,0.8189,      ,      ,      ,       ,0,288.7543,48.16234,,
10789827,4982,4.45,0.8296,      ,      ,      ,       ,0,288.76834,48.12776,,
10789877,5861,4.37,1.0654,31.335,2.972,0.246,0.0865,0,288.78845,48.13794,,
10790000,6285,4.23,1.1992,30.018,0.401,0.407,0.1852,0,288.8342,48.12891,,
10790067,5809,4.49,1.0503,      ,      ,      ,       ,0,288.86426,48.15218,,
10790120,6061,4.38,1.1259,      ,      ,      ,       ,0,288.8877,48.12781,,
10790149,5794,4.5,1.046,      ,      ,      ,       ,0,288.90277,48.13255,,
10790191,6149,4.56,1.1539,      ,      ,      ,       ,0,288.91849,48.18812,,
10790349,5948,4.41,1.0912,      ,      ,      ,       ,0,289.00644,48.1789,,
10790365,5789,4.53,1.0445,      ,      ,      ,       ,0,289.0123,48.18131,,
10790476,5696,4.59,1.0182,      ,      ,      ,       ,0,289.0611,48.1133,,
10790570,6121,4.54,1.1449,      ,      ,      ,       ,0,289.10861,48.17126,,
10790593,5752,4.42,1.034,51.348,0.974,0.185,0.0059,0,289.11722,48.12472,,
10790668,5478,4.43,0.9588,      ,      ,      ,       ,0,289.15134,48.17095,,
10790728,5998,4.77,1.1064,      ,      ,      ,       ,0,289.17285,48.17694,,
10790748,4835,4.55,0.7912,      ,      ,      ,       ,0,289.18054,48.15354,,
10790750,5846,4.45,1.061,      ,      ,      ,       ,0,289.18182,48.14082,,
10790856,5465,4.88,0.9554,      ,      ,      ,       ,0,289.22913,48.11405,,
10790868,5869,4.57,1.0677,      ,      ,      ,       ,0,289.2359,48.11864,,
10792730,5428,4.77,0.9456,      ,      ,      ,       ,0,290.03976,48.19078,,
10793000,5716,4.42,1.0238,      ,      ,      ,       ,0,290.13525,48.12687,,
10793067,5870,4.47,1.068,      ,      ,      ,       ,0,290.15723,48.18089,,
10793105,5994,4.69,1.1052,      ,      ,      ,       ,0,290.16953,48.15525,,
10793166,4769,4.53,0.7737,      ,      ,      ,       ,0,290.1991,48.14477,,
10793237,5792,4.46,1.0454,      ,      ,      ,       ,0,290.22845,48.16101,,
10793300,6086,4.42,1.1338,      ,      ,      ,       ,0,290.25592,48.13101,,
10793362,5970,4.31,1.0978,      ,      ,      ,       ,0,290.27982,48.10133,,
10793381,5686,4.42,1.0155,      ,      ,      ,       ,0,290.28802,48.12176,,
10793445,5627,4.38,0.9991,      ,      ,      ,       ,0,290.30621,48.14929,,
10793466,4969,4.61,0.8262,42.962,5.657,0.159,0.0523,0,290.31104,48.18622,,
10793542,5703,4.46,1.0202,      ,      ,      ,       ,0,290.33069,48.12758,,
10793609,5817,4.37,1.0526,      ,      ,      ,       ,0,290.35422,48.13173,,
10793791,5952,4.42,1.0924,      ,      ,      ,       ,0,290.42203,48.11688,,
10793844,5826,4.47,1.0552,16.766,1.089,0.033,0.0983,0,290.44058,48.17464,,
10793851,5948,4.28,1.0912,      ,      ,      ,       ,0,290.44196,48.11677,,
10793984,5862,4.42,1.0657,      ,      ,      ,       ,0,290.51108,48.11569,,
10794260,5820,4.41,1.0535,      ,      ,      ,       ,0,290.62341,48.13871,,
10794271,5545,4.46,0.9768,      ,      ,      ,       ,0,290.62589,48.12429,,
10794278,5519,4.46,0.9698,      ,      ,      ,       ,0,290.62988,48.17401,,
10794315,5937,4.5,1.0879,      ,      ,      ,       ,0,290.64789,48.1769,,
10794487,5576,4.76,0.9852,      ,      ,      ,       ,0,290.7261,48.10934,,
10794552,5859,4.32,1.0648,      ,      ,      ,       ,0,290.75381,48.12036,,
10794573,5423,4.43,0.9442,      ,      ,      ,       ,0,290.76105,48.16018,,
10794584,5304,4.47,0.913,      ,      ,      ,       ,0,290.76425,48.11053,,
10794621,5562,4.52,0.9814,27.072,1.688,0.382,0.2477,0,290.77673,48.16164,,
10794657,5650,4.39,1.0055,      ,      ,      ,       ,0,290.79224,48.15016,,
10794768,5835,4.35,1.0578,39.304,4.187,0.101,0.0163,0,290.83783,48.16935,,
10794815,5543,4.49,0.9763,27.488,1.021,0.327,0.2119,0,290.85999,48.17475,,
10794915,6078,4.37,1.1312,12.556,1.431,0.112,0.1217,0,290.90137,48.18612,,
10794926,5566,4.5,0.9825,26.267,3.132,0.294,0.1992,0,290.90497,48.13535,,
10794985,5326,4.48,0.9188,32.597,0.678,0.292,0.1707,0,290.92645,48.10957,,
10794990,5780,4.44,1.042,      ,      ,      ,       ,0,290.92841,48.14285,,
10795039,5625,4.05,0.9986,      ,      ,      ,       ,0,290.94638,48.1393,,
10795072,4799,4.4,0.7817,39.222,7.463,0.381,0.2174,0,290.96167,48.10319,,
10795150,5684,4.43,1.0149,      ,      ,      ,       ,0,290.99139,48.11309,,
10795906,5981,4.31,1.1012,      ,      ,      ,       ,0,291.28647,48.114,,
10796226,5292,4.33,0.9099,      ,      ,      ,       ,0,291.42755,48.16507,,
10796303,5795,4.33,1.0463,      ,      ,      ,       ,0,291.46063,48.10207,,
10796473,5996,4.52,1.1058,0.484,0.011,0.059,0.0282,0,291.53268,48.13747,,
10796480,6082,4.47,1.1325,      ,      ,      ,       ,0,291.53644,48.11781,,
10796560,5121,4.86,0.8656,      ,      ,      ,       ,0,291.56375,48.19527,,
10796627,5714,4.57,1.0233,      ,      ,      ,       ,0,291.58691,48.14455,,
10796677,5997,4.4,1.1061,25.348,4.849,0.177,0.0447,0,291.60925,48.14634,,
10796683,4950,4.1,0.8213,      ,      ,      ,       ,0,291.61133,48.17848,,
10796717,5781,4.23,1.0423,20.096,2.188,0.297,0.2244,0,291.62457,48.12149,,
10796724,5955,4.41,1.0933,17.195,3.37,0.253,0.1809,0,291.62753,48.18841,,
10796783,5535,4.34,0.9741,      ,      ,      ,       ,0,291.64908,48.15874,,
10796824,6044,4.42,1.1206,10.84,2.375,0.104,0.1031,0,291.66516,48.18851,,
10796981,6116,4.39,1.1433,      ,      ,      ,       ,0,291.72971,48.12739,,
10797077,6481,4.11,1.2692,5.986,0.227,0.195,0.1489,0,291.77051,48.16028,,
10797088,5448,4.5,0.9509,      ,      ,      ,       ,0,291.77704,48.14251,,
10797138,5331,4.52,0.9201,28.495,6.754,0.098,0.11,0,291.80045,48.10626,,
10797266,5717,4.31,1.0241,      ,      ,      ,       ,0,291.85797,48.15425,,
10797269,5430,4.61,0.9461,      ,      ,      ,       ,0,291.85938,48.16371,,
10797318,5636,4.6,1.0016,      ,      ,      ,       ,0,291.87689,48.18265,,
10797322,5620,4.75,0.9972,19.095,3.058,0.086,0.0776,0,291.87787,48.19988,,
10797342,5543,4.54,0.9763,27.943,0.234,0.28,0.1762,0,291.88379,48.13238,,
10797350,5931,4.39,1.0861,      ,      ,      ,       ,0,291.88608,48.1185,,
10797372,4828,4.67,0.7894,33.738,0.719,0.253,0.173,0,291.89371,48.18856,,
10797395,5770,4.46,1.0391,      ,      ,      ,       ,0,291.90485,48.15652,,
10797462,4789,4.69,0.7791,31.336,0.284,0.177,0.0761,0,291.93518,48.16023,,
10797777,5383,4.36,0.9337,      ,      ,      ,       ,0,292.05521,48.18736,,
10797779,5831,4.55,1.0566,      ,      ,      ,       ,0,292.05673,48.18583,,
10797819,5238,4.54,0.8959,      ,      ,      ,       ,0,292.07257,48.12929,,
10797899,5743,4.35,1.0315,      ,      ,      ,       ,0,292.10754,48.16659,,
10797920,5796,4.6,1.0465,24.263,1.033,0.087,0.0845,0,292.12103,48.13189,,
10797961,5622,4.46,0.9978,      ,      ,      ,       ,0,292.13962,48.11685,,
10797982,5313,4,0.9154,      ,      ,      ,       ,0,292.15167,48.18552,,
10798016,6126,4.5,1.1465,      ,      ,      ,       ,0,292.16379,48.17261,,
10798038,5445,4.52,0.9501,      ,      ,      ,       ,0,292.17343,48.14005,,
10798078,5536,4.72,0.9744,      ,      ,      ,       ,0,292.19244,48.15381,,
10798122,5648,4.36,1.0049,      ,      ,      ,       ,0,292.21408,48.18767,,
10798143,5967,4.4,1.0969,48.908,7.564,0.245,0.0328,0,292.22144,48.10856,,
10798218,6063,3.96,1.1265,      ,      ,      ,       ,0,292.26334,48.19396,,
10798273,6097,4.48,1.1372,      ,      ,      ,       ,0,292.28836,48.19061,,
10798332,5338,4.64,0.9219,      ,      ,      ,       ,0,292.31491,48.12827,,
10798338,6152,4.37,1.1549,      ,      ,      ,       ,0,292.31686,48.10331,,
10798376,5955,4.59,1.0933,      ,      ,      ,       ,0,292.33667,48.1486,,
10798480,5448,4.6,0.9509,      ,      ,      ,       ,0,292.37506,48.16278,,
10798486,5746,4.66,1.0323,      ,      ,      ,       ,0,292.37729,48.1626,,
10798493,5624,4.55,0.9983,      ,      ,      ,       ,0,292.37921,48.12461,,
10798573,5240,4.39,0.8964,32.143,0.638,0.207,0.1289,0,292.41028,48.11198,,
10798652,5137,4.42,0.8697,38.604,1.435,0.215,0.0781,0,292.4458,48.15608,,
10798661,6028,4.34,1.1156,21.522,0.449,0.359,0.2018,0,292.44897,48.12624,,
10798800,5709,4.42,1.0219,      ,      ,      ,       ,0,292.50485,48.17876,,
10798819,6134,4.83,1.1491,      ,      ,      ,       ,0,292.51324,48.11699,,
10798856,5339,4.44,0.9222,54.241,1.906,0.162,0.01,0,292.52881,48.10389,,
10798883,6001,4.51,1.1073,14.906,1.239,0.154,0.1207,0,292.53784,48.10226,,
10798957,5774,4.59,1.0403,      ,      ,      ,       ,0,292.56357,48.19327,,
10799037,4869,4.44,0.8001,34.231,2.921,0.196,0.1248,0,292.59842,48.17888,,
10799038,6123,4.58,1.1455,      ,      ,      ,       ,0,292.59888,48.16715,,
10799084,5563,4.42,0.9817,      ,      ,      ,       ,0,292.61823,48.19286,,
10799179,5831,4.62,1.0566,      ,      ,      ,       ,0,292.66165,48.16527,,
10799232,5934,4.41,1.087,41.222,1.113,0.237,0.043,0,292.68149,48.11592,,
10799248,5504,4.39,0.9658,      ,      ,      ,       ,0,292.68613,48.19229,,
10799261,5783,4.42,1.0428,      ,      ,      ,       ,0,292.69199,48.19754,,
10799302,5672,4.52,1.0116,      ,      ,      ,       ,0,292.70673,48.18504,,
10799304,5659,4.48,1.008,      ,      ,      ,       ,0,292.70694,48.13668,,
10799444,4924,4.34,0.8145,      ,      ,      ,       ,0,292.76459,48.14632,,
10799532,5553,4.54,0.979,      ,      ,      ,       ,0,292.80011,48.11458,,
10799603,5011,4.21,0.8371,      ,      ,      ,       ,0,292.82721,48.18712,,
10799676,6359,4.16,1.2249,      ,      ,      ,       ,0,292.85248,48.17038,,
10799691,5469,4.83,0.9565,      ,      ,      ,       ,0,292.8584,48.18119,,
10799761,5187,4.58,0.8826,      ,      ,      ,       ,0,292.88297,48.18722,,
10799785,5956,4.51,1.0936,      ,      ,      ,       ,0,292.89139,48.19377,,
10799799,5496,4.55,0.9637,      ,      ,      ,       ,0,292.89713,48.18063,,
10799835,5370,4.51,0.9303,27.202,0.952,0.252,0.192,0,292.90881,48.14416,,
10799866,5504,4,0.9658,      ,      ,      ,       ,0,292.92178,48.13275,,
10799911,5289,4.45,0.9091,      ,      ,      ,       ,0,292.94196,48.14551,,
10799943,5982,4.37,1.1015,      ,      ,      ,       ,0,292.95166,48.13177,,
10800030,6107,4.44,1.1404,14.968,1.42,0.15,0.0824,0,292.98743,48.14309,,
10800345,5578,4.91,0.9858,      ,      ,      ,       ,0,293.1123,48.1294,,
10800411,5926,4.23,1.0846,43.99,1.865,0.254,0.0512,0,293.138,48.18061,,
10800497,6131,4.32,1.1481,53.804,1.485,0.226,0.0073,0,293.17767,48.13793,,
10800504,5795,4.42,1.0463,      ,      ,      ,       ,0,293.18027,48.18339,,
10800510,5143,4.24,0.8713,40.98,3.793,0.333,0.1467,0,293.18231,48.1327,,
10800512,5254,4.13,0.9,36.383,3.282,0.257,0.1186,0,293.18301,48.17199,,
10800534,5359,4.83,0.9274,      ,      ,      ,       ,0,293.19266,48.15868,,
10800588,6414,4.37,1.2446,3.566,0.425,0.244,0.1997,0,293.21106,48.10965,,
10800625,4871,4.51,0.8007,47.304,4.412,0.179,0.0378,0,293.23203,48.18844,,
10800637,5775,4.51,1.0405,      ,      ,      ,       ,0,293.23917,48.13526,,
10800640,5328,4.33,0.9193,67.053,9.924,0.233,0.0024,0,293.24112,48.14012,,
10800683,5724,4.41,1.0261,      ,      ,      ,       ,0,293.26041,48.13281,,
10800697,5195,4.39,0.8847,      ,      ,      ,       ,0,293.26773,48.1372,,
10800717,5510,4.06,0.9674,      ,      ,      ,       ,0,293.27338,48.1586,,
10800781,6217,4.68,1.1762,10.81,0.163,0.137,0.1029,0,293.3002,48.18478,,
10800824,5360,4.16,0.9277,      ,      ,      ,       ,0,293.31345,48.12213,,
10800830,5586,4.64,0.9879,      ,      ,      ,       ,0,293.31476,48.17417,,
10800931,5430,4.66,0.9461,41.327,7.054,0.444,0.2139,0,293.35388,48.19489,,
10801059,5882,4.42,1.0715,      ,      ,      ,       ,0,293.40231,48.11265,,
10801090,5470,4.51,0.9567,      ,      ,      ,       ,0,293.41534,48.16022,,
10801148,5063,4.53,0.8506,      ,      ,      ,       ,0,293.43277,48.19366,,
10801194,5782,4.26,1.0425,21.486,2.673,0.362,0.2497,0,293.44962,48.13658,,
10801247,5418,4.51,0.9429,      ,      ,      ,       ,0,293.46674,48.17057,,
10801289,5136,4.36,0.8694,      ,      ,      ,       ,0,293.4866,48.11936,,
10801381,5943,4.41,1.0897,      ,      ,      ,       ,0,293.52155,48.14059,,
10801395,6187,4.44,1.1663,7.737,0.623,0.129,0.1064,0,293.52542,48.14027,,
10801411,5479,4.6,0.9591,28.787,0.306,0.171,0.1036,0,293.53821,48.16556,,
10801418,5143,4.58,0.8713,      ,      ,      ,       ,0,293.54193,48.14554,,
10801463,6216,4.46,1.1759,      ,      ,      ,       ,0,293.56119,48.11031,,
10801526,6001,4.35,1.1073,26.902,0.716,0.424,0.221,0,293.58597,48.1921,,
10801534,6238,4.55,1.1833,      ,      ,      ,       ,0,293.59082,48.18216,,
10801619,6321,4.39,1.2116,      ,      ,      ,       ,0,293.62717,48.13477,,
10801628,5502,4.48,0.9653,      ,      ,      ,       ,0,293.6315,48.10647,,
10801631,6019,4.47,1.1128,      ,      ,      ,       ,0,293.63272,48.14733,,
10801688,6125,4.45,1.1462,      ,      ,      ,       ,0,293.65543,48.11159,,
10801722,5522,4.51,0.9706,28.781,4.485,0.314,0.1946,0,293.66629,48.1419,,
10801738,6063,4.03,1.1265,14.332,0.457,0.163,0.1142,0,293.67499,48.1918,,
10801806,6061,4.46,1.1259,      ,      ,      ,       ,0,293.70187,48.16253,,
10801819,5908,4.45,1.0792,      ,      ,      ,       ,0,293.70724,48.18978,,
10801831,5503,4.25,0.9655,37.773,0.804,0.434,0.2183,0,293.71301,48.17697,,
10801940,5553,4.59,0.979,34.931,3.26,0.126,0.052,0,293.75702,48.15364,,
10801951,5588,4.48,0.9885,1.134,0.091,0.23,0.1015,0,293.76025,48.14525,,
10801991,6248,4.14,1.1866,      ,      ,      ,       ,0,293.77197,48.15167,,
10801997,6133,4.59,1.1488,      ,      ,      ,       ,0,293.77417,48.19907,,
10802032,5698,4.51,1.0188,42.9,9.024,0.25,0.0576,0,293.79297,48.13457,,
10802049,5286,4.6,0.9083,      ,      ,      ,       ,0,293.79956,48.15988,,
10802150,5659,4.45,1.008,      ,      ,      ,       ,0,293.83624,48.18043,,
10802185,6078,4.57,1.1312,      ,      ,      ,       ,0,293.8486,48.16094,,
10802200,5999,4.34,1.1067,24.246,0.555,0.117,0.0435,0,293.85263,48.11223,,
10802203,6155,4.22,1.1559,      ,      ,      ,       ,0,293.85406,48.17881,,
10802237,5919,4.37,1.0825,      ,      ,      ,       ,0,293.86337,48.12331,,
10802238,6067,4.41,1.1278,      ,      ,      ,       ,0,293.86343,48.14518,,
10802310,5563,4.43,0.9817,      ,      ,      ,       ,0,293.89117,48.17195,,
10802460,5656,4.6,1.0071,      ,      ,      ,       ,0,293.94907,48.15769,,
10802495,6206,4.51,1.1726,      ,      ,      ,       ,0,293.9603,48.17134,,
10802633,5608,4.47,0.9939,      ,      ,      ,       ,0,294.00845,48.12578,,
10802680,5561,4.48,0.9811,      ,      ,      ,       ,0,294.02255,48.13969,,
10802738,5098,4.56,0.8596,      ,      ,      ,       ,0,294.04532,48.10196,,
10802747,5217,4.48,0.8904,      ,      ,      ,       ,0,294.04684,48.17664,,
10802873,5878,4.78,1.0704,      ,      ,      ,       ,0,294.09689,48.18671,,
10802884,5367,3.76,0.9295,62.691,3.451,0.283,0.0446,0,294.10019,48.13616,,
10803099,5484,4.59,0.9604,      ,      ,      ,       ,0,294.16873,48.16922,,
10803103,4655,4.58,0.7432,      ,      ,      ,       ,0,294.1705,48.19549,,
10803114,6016,4.15,1.1119,      ,      ,      ,       ,0,294.17358,48.19072,,
10803118,5653,4.57,1.0063,      ,      ,      ,       ,0,294.17447,48.17723,,
10803137,5948,4.64,1.0912,      ,      ,      ,       ,0,294.17892,48.19395,,
10803140,5091,4.77,0.8578,      ,      ,      ,       ,0,294.18027,48.1407,,
10803150,5736,4.61,1.0295,      ,      ,      ,       ,0,294.18347,48.18279,,
10803163,5716,4.5,1.0238,      ,      ,      ,       ,0,294.18701,48.15043,,
10803227,6082,4.56,1.1325,      ,      ,      ,       ,0,294.21143,48.1935,,
10803236,5004,4.5,0.8353,42.206,8.233,0.305,0.1297,0,294.21381,48.10571,,
10803244,5924,4.63,1.084,      ,      ,      ,       ,0,294.21716,48.19267,,
10803317,6205,4.21,1.1723,13.719,0.687,0.313,0.2009,0,294.24146,48.10898,,
10803384,5999,4.83,1.1067,      ,      ,      ,       ,0,294.26431,48.19673,,
10803401,5811,4.46,1.0509,59.145,11.381,0.325,0.0819,0,294.27182,48.16695,,
10803532,5046,4.62,0.8462,      ,      ,      ,       ,0,294.31723,48.13627,,
10808224,6138,4.54,1.1504,      ,      ,      ,       ,0,296.02084,48.12191,,
10808350,6395,4.51,1.2377,      ,      ,      ,       ,0,296.06488,48.12431,,
10808429,5091,4.54,0.8578,      ,      ,      ,       ,0,296.09412,48.13943,,
10808527,5436,4.48,0.9477,      ,      ,      ,       ,0,296.12637,48.15923,,
10808604,4705,4.49,0.7567,      ,      ,      ,       ,0,296.14847,48.10394,,
10808740,6353,4.66,1.2228,      ,      ,      ,       ,0,296.18851,48.13758,,
10808743,5702,4.48,1.0199,25.336,0.492,0.232,0.1387,0,296.18967,48.18122,,
10808803,5272,4.46,0.9047,      ,      ,      ,       ,0,296.21097,48.16883,,
10809041,6020,4.41,1.1131,      ,      ,      ,       ,0,296.28976,48.1775,,
10809070,5881,4.44,1.0713,16.868,2.067,0.22,0.1859,0,296.29581,48.12956,,
10809088,5544,4.4,0.9766,60.525,3.71,0.097,0.0045,0,296.30392,48.11522,,
10809116,6263,4.11,1.1917,5.343,1.08,0.278,0.2156,0,296.31186,48.11274,,
10809164,5860,4.03,1.0651,19.729,1.648,0.041,0.116,0,296.32593,48.10267,,
10809295,5975,4.64,1.0994,      ,      ,      ,       ,0,296.36902,48.13935,,
10809309,6040,4.41,1.1193,36.035,3.051,0.168,0.0098,0,296.37183,48.10695,,
10809316,6161,4.55,1.1578,      ,      ,      ,       ,0,296.37387,48.19232,,
10809372,5228,4.65,0.8933,      ,      ,      ,       ,0,296.39032,48.10578,,
10809373,5196,4.56,0.885,      ,      ,      ,       ,0,296.39032,48.17002,,
10809413,5985,4.48,1.1024,      ,      ,      ,       ,0,296.40182,48.14187,,
10809426,5813,4.66,1.0514,      ,      ,      ,       ,0,296.40704,48.10014,,
10809427,5629,4.51,0.9997,      ,      ,      ,       ,0,296.40735,48.19001,,
10809494,5417,4.28,0.9427,27.677,3.77,0.325,0.2312,0,296.42676,48.14768,,
10809549,5245,4.66,0.8977,      ,      ,      ,       ,0,296.44031,48.1937,,
10809551,6005,4.4,1.1085,69.782,13.863,0.266,0.0167,0,296.44098,48.15204,,
10809571,5468,4.72,0.9562,      ,      ,      ,       ,0,296.44708,48.17751,,
10809588,5980,4.53,1.1009,      ,      ,      ,       ,0,296.44986,48.14321,,
10809602,5772,4.34,1.0397,      ,      ,      ,       ,0,296.45444,48.1125,,
10809648,6077,4.49,1.1309,55.917,11.457,0.279,0.0487,0,296.46698,48.10347,,
10809668,5801,4.56,1.048,56.953,3.955,0.269,0.0407,0,296.47482,48.19219,,
10809671,5802,4.47,1.0483,      ,      ,      ,       ,0,296.47583,48.1749,,
10809763,6230,4.52,1.1806,      ,      ,      ,       ,0,296.50681,48.14228,,
10809837,5678,4.28,1.0132,46.856,1.756,0.193,0.0116,0,296.53,48.1271,,
10809859,4417,4.58,0.6768,      ,      ,      ,       ,0,296.53738,48.14936,,
10809930,5809,4.45,1.0503,      ,      ,      ,       ,0,296.56543,48.11384,,
10809941,5957,4.3,1.0939,      ,      ,      ,       ,0,296.56873,48.19526,,
10809965,5883,4.48,1.0718,      ,      ,      ,       ,0,296.57523,48.19115,,
10809989,5521,4.38,0.9704,      ,      ,      ,       ,0,296.58365,48.18684,,
10809996,6250,4.48,1.1873,      ,      ,      ,       ,0,296.58603,48.16908,,
10810116,6054,4.29,1.1237,      ,      ,      ,       ,0,296.62192,48.16226,,
10810121,5466,4.21,0.9557,      ,      ,      ,       ,0,296.62445,48.14518,,
10810197,5598,4.53,0.9912,      ,      ,      ,       ,0,296.6474,48.17884,,
10810245,5797,4.62,1.0468,42.717,4.452,0.211,0.0217,0,296.66187,48.18639,,
10810259,5050,4.02,0.8472,      ,      ,      ,       ,0,296.6658,48.1103,,
10810288,5999,4.6,1.1067,      ,      ,      ,       ,0,296.67441,48.18768,,
10810290,6060,4.77,1.1256,      ,      ,      ,       ,0,296.67502,48.16241,,
10810413,6044,4.67,1.1206,21.731,2.501,0.127,0.0485,0,296.71082,48.15221,,
10810426,5378,4.55,0.9324,      ,      ,      ,       ,0,296.71527,48.16443,,
10810446,6009,4.41,1.1098,      ,      ,      ,       ,0,296.72028,48.17941,,
10810521,5404,4.41,0.9392,42.911,10.167,0.29,0.1004,0,296.74042,48.12596,,
10810617,6049,4.44,1.1221,      ,      ,      ,       ,0,296.76797,48.18014,,
10810676,6429,4.26,1.25,      ,      ,      ,       ,0,296.78226,48.10298,,
10810702,5674,4.45,1.0121,      ,      ,      ,       ,0,296.78876,48.14354,,
10810703,5722,4.64,1.0255,      ,      ,      ,       ,0,296.78879,48.11743,,
10810767,5893,4.65,1.0748,      ,      ,      ,       ,0,296.80502,48.14558,,
10810836,6335,3.89,1.2165,7.182,1.393,0.218,0.188,0,296.82272,48.1735,,
10810855,6098,4.42,1.1376,      ,      ,      ,       ,0,296.82706,48.15911,,
10810885,5032,4,0.8426,51.115,10.481,0.172,0.0177,0,296.836,48.19024,,
10810898,6290,4.39,1.2009,      ,      ,      ,       ,0,296.83881,48.15718,,
10810938,5835,4.75,1.0578,      ,      ,      ,       ,0,296.85162,48.17228,,
10810946,6402,4.79,1.2402,      ,      ,      ,       ,0,296.85468,48.17106,,
10810949,5927,4.57,1.0849,      ,      ,      ,       ,0,296.85596,48.1619,,
10810986,5687,4.8,1.0157,      ,      ,      ,       ,0,296.86597,48.10199,,
10811013,6129,4.62,1.1475,      ,      ,      ,       ,0,296.8728,48.17437,,
10811015,5156,4.64,0.8746,      ,      ,      ,       ,0,296.87311,48.14584,,
10811063,6100,4.38,1.1382,      ,      ,      ,       ,0,296.88321,48.10619,,
10811068,4986,4.66,0.8306,      ,      ,      ,       ,0,296.88449,48.11936,,
10811086,5651,4.47,1.0058,      ,      ,      ,       ,0,296.88947,48.18696,,
10811252,5728,4.74,1.0272,      ,      ,      ,       ,0,296.93393,48.19693,,
10811319,5607,4.66,0.9937,      ,      ,      ,       ,0,296.9577,48.13088,,
10811321,6025,4.65,1.1147,      ,      ,      ,       ,0,296.95776,48.15631,,
10811411,6076,4.68,1.1306,      ,      ,      ,       ,0,296.98163,48.15471,,
10811453,5671,4.6,1.0113,27.256,2.31,0.268,0.1534,0,296.99301,48.14265,,
10811557,5982,4.7,1.1015,      ,      ,      ,       ,0,297.0224,48.11437,,
10811628,5604,4.56,0.9928,16.891,0.72,0.148,0.0648,0,297.04044,48.11712,,
10811642,5425,4.63,0.9448,      ,      ,      ,       ,0,297.04568,48.13163,,
10811661,5621,4.35,0.9975,      ,      ,      ,       ,0,297.05106,48.11933,,
10811679,5994,4.45,1.1052,      ,      ,      ,       ,0,297.05573,48.14873,,
10811688,4908,4.71,0.8103,      ,      ,      ,       ,0,297.05908,48.15317,,
10811694,5940,4.5,1.0888,      ,      ,      ,       ,0,297.06104,48.10954,,
10811784,5876,4.57,1.0698,      ,      ,      ,       ,0,297.08765,48.14223,,
10811793,5411,4.44,0.9411,      ,      ,      ,       ,0,297.08902,48.12159,,
10811813,5586,4.75,0.9879,      ,      ,      ,       ,0,297.09473,48.10467,,
10811887,6297,4.72,1.2033,9.359,0.213,0.132,0.1023,0,297.12033,48.10114,,
10812526,6176,4.72,1.1627,      ,      ,      ,       ,0,297.30051,48.15787,,
10812533,5859,4.46,1.0648,48.562,5.839,0.269,0.0551,0,297.30164,48.14263,,
10812537,6287,4.64,1.1999,      ,      ,      ,       ,0,297.30389,48.17191,,
10812638,6002,4.58,1.1076,      ,      ,      ,       ,0,297.32712,48.11672,,
