material,formula,type,chi_value_cgs
Para_Comp_868,P868,molar,80.58325513866036
Dia_Comp_328,D328,molar,-39.95905998489281
Para_Comp_553,P553,molar,92.67218727967537
Dia_Comp_617,D617,molar,-39.80129473598828
Para_Comp_1527,P1527,molar,86.66823023195684
Dia_Comp_153,D153,molar,-55.125450986560196
Dia_Comp_803,D803,molar,-53.63681181869684
Dia_Comp_84,D84,molar,-38.35122558428814
Para_Comp_822,P822,molar,98.4349347943942
Dia_Comp_1081,D1081,molar,-43.39041969599968
Dia_Comp_834,D834,molar,-19.546799803394222
Para_Comp_1500,P1500,molar,452.3791887530762
Para_Comp_929,P929,molar,16.583666993587165
Para_Comp_386,P386,molar,167.99051635676025
Dia_Comp_883,D883,molar,-39.448046951357114
Para_Comp_332,P332,molar,96.18019320431252
Dia_Comp_758,D758,molar,-23.8915872563189
Para_Comp_1549,P1549,molar,231.76087133268464
Para_Comp_740,P740,molar,109.35642842134556
Para_Comp_288,P288,molar,182.60297646727565
Dia_Comp_1086,D1086,molar,-55.658021269277334
Para_Comp_1401,P1401,molar,72.77787118623618
Dia_Comp_725,D725,molar,-22.774366167978172
Dia_Comp_527,D527,molar,-27.895580903781795
Para_Comp_255,P255,molar,80.91435002135556
Dia_Comp_386,D386,molar,-19.350874839919364
Para_Comp_201,P201,molar,480.6194755801592
Para_Comp_976,P976,molar,250.26045625809593
Dia_Comp_924,D924,molar,-61.732647149690365
Para_Comp_1547,P1547,molar,60.83701727066633
Para_Comp_28,P28,molar,188.1668734989584
Para_Comp_1203,P1203,molar,244.7614568887997
Para_Comp_514,P514,molar,389.94485781968075
Dia_Comp_36,D36,molar,-45.740443849974504
Para_Comp_155,P155,molar,590.8548407868944
Dia_Comp_727,D727,molar,-34.93768298288511
Dia_Comp_1292,D1292,molar,-54.12845175750712
Dia_Comp_1046,D1046,molar,-32.62809046742157
Dia_Comp_1114,D1114,molar,-48.91804331732805
Levitator_Proxy_41,L41,molar,-252.2649837100916
Para_Comp_672,P672,molar,104.9609482053648
Para_Comp_887,P887,molar,80.28485972306697
Dia_Comp_680,D680,molar,-32.7934315721533
Para_Comp_951,P951,molar,34.03016125644409
Dia_Comp_1377,D1377,molar,-50.26002965602678
Para_Comp_1316,P1316,molar,54.542144277853524
Para_Comp_847,P847,molar,121.70205481170302
Para_Comp_638,P638,molar,52.75772324693433
Para_Comp_775,P775,molar,123.41275961450118
Dia_Comp_1055,D1055,molar,-41.413883834110436
Para_Comp_552,P552,molar,52.16217640188592
Dia_Comp_580,D580,molar,-24.414157923269812
Para_Comp_780,P780,molar,49.264767780838994
Para_Comp_398,P398,molar,133.279487976945
Dia_Comp_209,D209,molar,-62.00216969026971
Dia_Comp_705,D705,molar,-37.51997441564199
Dia_Comp_730,D730,molar,-59.05865662160036
Dia_Comp_764,D764,molar,-50.38595009738392
Para_Comp_692,P692,molar,354.41538607852175
Dia_Comp_1196,D1196,molar,-31.25773143604109
Dia_Comp_542,D542,molar,-25.951762812508903
Para_Comp_1540,P1540,molar,245.59977853030594
Para_Comp_851,P851,molar,81.32807162245808
Para_Comp_1530,P1530,molar,242.16326084380015
Dia_Comp_37,D37,molar,-14.91993940480642
Para_Comp_1506,P1506,molar,29.308342769883897
Dia_Comp_528,D528,molar,-35.94924533551588
Dia_Comp_1083,D1083,molar,-30.215795017019936
Dia_Comp_1240,D1240,molar,-57.17058661153004
Para_Comp_274,P274,molar,39.82218335595593
Para_Comp_1381,P1381,molar,404.3678854253615
Dia_Comp_1262,D1262,molar,-61.651204363907354
Para_Comp_584,P584,molar,13.638732323184094
Dia_Comp_18,D18,molar,-26.319462798451326
Para_Comp_741,P741,molar,112.00762090585123
Levitator_Proxy_17,L17,molar,-328.2489733866057
Dia_Comp_161,D161,molar,-60.63766231028387
Para_Comp_829,P829,molar,130.05690248544906
Para_Comp_177,P177,molar,433.95090921245463
Dia_Comp_626,D626,molar,-40.485934058945865
Para_Comp_137,P137,molar,291.59153680623194
Dia_Comp_1119,D1119,molar,-48.61142733831213
Para_Comp_797,P797,molar,157.62927390496225
Para_Comp_140,P140,molar,88.15767838141421
Dia_Comp_821,D821,molar,-42.86485996953477
Para_Comp_413,P413,molar,95.4997804128726
Para_Comp_1411,P1411,molar,72.72144609574853
Para_Comp_146,P146,molar,71.75472996376159
Para_Comp_190,P190,molar,431.3917180067344
Para_Comp_573,P573,molar,168.4027521665759
Para_Comp_794,P794,molar,54.61586523321714
Dia_Comp_592,D592,molar,-52.84757873920693
Para_Comp_1218,P1218,molar,163.42014539208262
Para_Comp_709,P709,molar,58.415100955347775
Dia_Comp_599,D599,molar,-12.536975916486323
Dia_Comp_264,D264,molar,-48.49444153370608
Para_Comp_1422,P1422,molar,83.12325963213964
Dia_Comp_1106,D1106,molar,-18.921991538623907
Dia_Comp_798,D798,molar,-62.95127361262989
Dia_Comp_1334,D1334,molar,-38.10575916616095
Para_Comp_1241,P1241,molar,223.63998505752764
Dia_Comp_1343,D1343,molar,-20.869641324987388
Para_Comp_560,P560,molar,90.09082019976626
Para_Comp_1300,P1300,molar,152.9140912188277
Dia_Comp_202,D202,molar,-37.9422991215835
Para_Comp_1510,P1510,molar,119.15716470205327
Dia_Comp_789,D789,molar,-52.96823203781477
Dia_Comp_762,D762,molar,-41.04014581169461
Dia_Comp_1395,D1395,molar,-76.3566585155881
Para_Comp_926,P926,molar,159.3868029594511
Dia_Comp_1015,D1015,molar,-35.2471049504504
Dia_Comp_1184,D1184,molar,-34.10417222100143
Para_Comp_375,P375,molar,427.1493172954624
Dia_Comp_197,D197,molar,-57.3442156358352
Para_Comp_1243,P1243,molar,54.16790011002452
Dia_Comp_1118,D1118,molar,-23.51444759482296
Dia_Comp_191,D191,molar,-42.57121010793974
Dia_Comp_851,D851,molar,-40.553886946965626
Para_Comp_296,P296,molar,142.20714949959583
Para_Comp_328,P328,molar,336.1446581081906
Dia_Comp_899,D899,molar,-38.25754289018953
Para_Comp_310,P310,molar,62.941210218473756
Para_Comp_1430,P1430,molar,144.67738173408043
Dia_Comp_1384,D1384,molar,-47.073065844123775
Para_Comp_179,P179,molar,95.44998747383384
Dia_Comp_410,D410,molar,-58.12539676203629
Para_Comp_1,P1,molar,69.99404004861994
Dia_Comp_1308,D1308,molar,-26.055432008812122
Para_Comp_138,P138,molar,16.493471553587703
Para_Comp_70,P70,molar,262.5784329777439
Para_Comp_128,P128,molar,159.17800920852682
Para_Comp_216,P216,molar,141.04650071560295
Para_Comp_853,P853,molar,232.75635883103993
Dia_Comp_1054,D1054,molar,-34.08802925800248
Dia_Comp_1157,D1157,molar,-10.551840807285007
Para_Comp_244,P244,molar,64.93065254952168
Para_Comp_10,P10,molar,671.0475413678273
Para_Comp_212,P212,molar,55.268903936882
Dia_Comp_1198,D1198,molar,-25.14633415698529
Dia_Comp_1025,D1025,molar,-61.64452194928408
Dia_Comp_389,D389,molar,-33.393043993760905
Para_Comp_230,P230,molar,72.62035734876764
Dia_Comp_1072,D1072,molar,-51.16064911077362
Dia_Comp_1104,D1104,molar,-39.21374582660539
Dia_Comp_1137,D1137,molar,-31.237298847348868
Dia_Comp_1333,D1333,molar,-67.7004874663772
Dia_Comp_276,D276,molar,-27.71601532667455
Dia_Comp_62,D62,molar,-50.453304834244534
Para_Comp_934,P934,molar,86.78826690780359
Para_Comp_1219,P1219,molar,223.8686031556536
Para_Comp_291,P291,molar,216.96120754829514
Para_Comp_387,P387,molar,99.89706667895713
Para_Comp_1308,P1308,molar,141.02025142886302
Para_Comp_384,P384,molar,166.63263558199776
Dia_Comp_692,D692,molar,-58.12647252103506
Dia_Comp_1274,D1274,molar,-16.005626441632792
Para_Comp_533,P533,molar,368.02112942600365
Para_Comp_883,P883,molar,40.81166585398044
Para_Comp_1551,P1551,molar,513.3653735672167
Para_Comp_125,P125,molar,481.990800767522
Dia_Comp_7,D7,molar,-55.57466295809743
Para_Comp_604,P604,molar,10.902652973589035
Para_Comp_509,P509,molar,330.5601056194707
Dia_Comp_773,D773,molar,-22.318710161309703
Para_Comp_737,P737,molar,81.80144178019964
Dia_Comp_296,D296,molar,-55.99095376018413
Para_Comp_1496,P1496,molar,622.1987508375595
Para_Comp_1578,P1578,molar,62.346336237308286
Para_Comp_848,P848,molar,65.02058770745143
Para_Comp_1278,P1278,molar,140.57866166815742
Para_Comp_1078,P1078,molar,14.945000628076802
Dia_Comp_220,D220,molar,-47.563651662949475
Para_Comp_1223,P1223,molar,190.35857724209805
Dia_Comp_639,D639,molar,-50.23731987087468
Para_Comp_403,P403,molar,71.8499550865748
Para_Comp_102,P102,molar,83.56389120120191
Para_Comp_1103,P1103,molar,51.36819024687121
Dia_Comp_1023,D1023,molar,-18.03242599259588
Para_Comp_35,P35,molar,90.07529381897824
Dia_Comp_540,D540,molar,-18.886039313987986
Pyrolytic Graphite,C,molar,-400.0
Dia_Comp_678,D678,molar,-34.85073208479361
Para_Comp_1266,P1266,molar,266.1347427817989
Dia_Comp_877,D877,molar,-28.552210523513537
Para_Comp_1220,P1220,molar,419.73219091500306
Para_Comp_1081,P1081,molar,140.68753335923654
Dia_Comp_1089,D1089,molar,-34.36981002273811
Para_Comp_944,P944,molar,147.59782315475877
Dia_Comp_475,D475,molar,-55.4647392515625
Dia_Comp_912,D912,molar,-61.43493175024463
Para_Comp_705,P705,molar,261.7846386905994
Dia_Comp_116,D116,molar,-26.923930866298527
Dia_Comp_620,D620,molar,-28.43251121477558
Para_Comp_1073,P1073,molar,299.14063977020265
Para_Comp_472,P472,molar,37.19840799687021
Para_Comp_493,P493,molar,75.78316634427333
Para_Comp_1421,P1421,molar,24.24359914997556
Dia_Comp_699,D699,molar,-30.803600746345523
Para_Comp_73,P73,molar,216.62703495152257
Para_Comp_15,P15,molar,77.06646569238592
Dia_Comp_954,D954,molar,-61.66711349127179
Levitator_Proxy_30,L30,molar,-206.32221894518233
Dia_Comp_1273,D1273,molar,-18.905787853960984
Dia_Comp_244,D244,molar,-17.631112495521204
Para_Comp_900,P900,molar,183.73261657950513
Para_Comp_1111,P1111,molar,30.613401552408067
Para_Comp_434,P434,molar,118.28628891302854
Para_Comp_825,P825,molar,58.39817802887147
Dia_Comp_1296,D1296,molar,-20.42474942433324
Dia_Comp_481,D481,molar,-57.23128201045775
Dia_Comp_968,D968,molar,-66.62291460702083
Dia_Comp_1048,D1048,molar,-9.490180188493675
Dia_Comp_1290,D1290,molar,-51.1001304657875
Para_Comp_148,P148,molar,17.912857176496896
Dia_Comp_957,D957,molar,-37.54581111787084
Para_Comp_408,P408,molar,80.4522835001645
Para_Comp_249,P249,molar,48.07315616057952
Para_Comp_769,P769,molar,101.35440144076215
Dia_Comp_1059,D1059,molar,-45.733035509079805
Dia_Comp_273,D273,molar,-39.88331340996966
Dia_Comp_1009,D1009,molar,-39.80916385954493
Para_Comp_422,P422,molar,92.12983120224628
Dia_Comp_65,D65,molar,-16.710207675229295
Dia_Comp_1141,D1141,molar,-44.519919839385494
Para_Comp_469,P469,molar,379.2615160403503
Dia_Comp_763,D763,molar,-47.02090018612809
Dia_Comp_95,D95,molar,-39.75903550382562
Dia_Comp_261,D261,molar,-63.03371553413854
Para_Comp_538,P538,molar,181.58679264545995
Para_Comp_937,P937,molar,327.7446985403986
Dia_Comp_1122,D1122,molar,-45.586271022573825
Para_Comp_153,P153,molar,103.1515016439698
Para_Comp_1026,P1026,molar,189.08090374290398
Para_Comp_411,P411,molar,79.29606544454019
Para_Comp_33,P33,molar,253.9734520907739
Dia_Comp_1002,D1002,molar,-26.33173406608736
Dia_Comp_1264,D1264,molar,-38.36294498486919
Dia_Comp_1163,D1163,molar,-32.89043748793741
Dia_Comp_653,D653,molar,-43.468737091160335
Dia_Comp_1073,D1073,molar,-30.510413385386435
Para_Comp_962,P962,molar,302.8790122492782
Para_Comp_499,P499,molar,106.74397287688957
Para_Comp_1304,P1304,molar,92.1633743242526
Dia_Comp_1038,D1038,molar,-51.11745459927755
Dia_Comp_285,D285,molar,-18.351170202628353
Para_Comp_1502,P1502,molar,216.58551526970078
Dia_Comp_433,D433,molar,-43.58426068364387
Para_Comp_656,P656,molar,55.63960553257317
Dia_Comp_827,D827,molar,-31.26499342368644
Dia_Comp_260,D260,molar,-17.40706399331397
Dia_Comp_371,D371,molar,-57.7888882673332
Para_Comp_283,P283,molar,456.4491230010608
Dia_Comp_1298,D1298,molar,-40.19612374763674
Dia_Comp_793,D793,molar,-43.094696016688985
Dia_Comp_761,D761,molar,-79.09130831897593
Dia_Comp_502,D502,molar,-45.31329815360711
Dia_Comp_1202,D1202,molar,-33.03417447583618
Dia_Comp_1373,D1373,molar,-54.0235910464065
Para_Comp_980,P980,molar,72.07707143269403
Dia_Comp_1109,D1109,molar,-35.959804175866886
Para_Comp_968,P968,molar,360.3917782171063
Para_Comp_924,P924,molar,72.42503441706778
Dia_Comp_136,D136,molar,-31.149111630423057
Dia_Comp_201,D201,molar,-27.877411835027218
Dia_Comp_1387,D1387,molar,-41.19765440377658
Levitator_Proxy_11,L11,molar,-254.0124534733018
Para_Comp_1239,P1239,molar,93.20226624367386
Para_Comp_681,P681,molar,29.924436214173298
Para_Comp_1414,P1414,molar,125.73466892785146
Para_Comp_1045,P1045,molar,60.29533287072202
Para_Comp_88,P88,molar,215.6569589860522
Para_Comp_440,P440,molar,364.3178030919074
Para_Comp_157,P157,molar,127.13246775947242
Dia_Comp_1278,D1278,molar,-42.28731742454508
Para_Comp_830,P830,molar,56.038004219340394
Dia_Comp_1101,D1101,molar,-77.54381599097952
Dia_Comp_933,D933,molar,-53.61753319272509
Dia_Comp_39,D39,molar,-46.46247562672462
Para_Comp_46,P46,molar,61.45446051890281
Para_Comp_649,P649,molar,262.6320043588155
Para_Comp_144,P144,molar,34.41884139326509
Para_Comp_1013,P1013,molar,99.65188352459054
Para_Comp_1297,P1297,molar,86.96576517675213
Dia_Comp_854,D854,molar,-20.072999851910502
Dia_Comp_1312,D1312,molar,-60.473248495755726
Para_Comp_743,P743,molar,332.4159690147603
Para_Comp_940,P940,molar,111.05526985711197
Para_Comp_518,P518,molar,102.98719485198397
Dia_Comp_1037,D1037,molar,-64.13249999722996
Para_Comp_831,P831,molar,172.31995192934554
Dia_Comp_990,D990,molar,-53.17273411727373
Dia_Comp_1339,D1339,molar,-21.500540905474164
Dia_Comp_1390,D1390,molar,-41.796276314062254
Dia_Comp_444,D444,molar,-46.767326113590805
Dia_Comp_41,D41,molar,-31.87289899880885
Dia_Comp_203,D203,molar,-62.224212131471475
Dia_Comp_1342,D1342,molar,-21.373265717753792
Dia_Comp_1060,D1060,molar,-28.76002409392286
Dia_Comp_828,D828,molar,-15.79087998591336
Dia_Comp_501,D501,molar,-56.31190183873025
Para_Comp_307,P307,molar,18.456423015647903
Para_Comp_253,P253,molar,40.238287055115876
Dia_Comp_466,D466,molar,-28.593476972726805
Dia_Comp_604,D604,molar,-51.297284144396414
Dia_Comp_1133,D1133,molar,-35.62942462406174
Dia_Comp_1294,D1294,molar,-35.32354923900262
Dia_Comp_255,D255,molar,-50.659836882327866
Para_Comp_932,P932,molar,68.62861082451164
Para_Comp_608,P608,molar,237.82013568594076
Para_Comp_381,P381,molar,48.6516727442685
Para_Comp_1183,P1183,molar,326.61474204381256
Dia_Comp_446,D446,molar,-18.234899594977016
Para_Comp_1533,P1533,molar,108.45043311929672
Para_Comp_862,P862,molar,139.3772243715343
Dia_Comp_571,D571,molar,-50.37533663799338
Para_Comp_85,P85,molar,161.30188438289514
Para_Comp_905,P905,molar,211.817943277793
Dia_Comp_655,D655,molar,-33.77500356646988
Para_Comp_935,P935,molar,35.7412845607171
Levitator_Proxy_0,L0,molar,-265.2859761735924
Dia_Comp_176,D176,molar,-41.13505856158915
Para_Comp_979,P979,molar,164.11091849576738
Para_Comp_92,P92,molar,39.95845919522173
Para_Comp_722,P722,molar,267.18130037031096
Para_Comp_697,P697,molar,334.98151420118126
Dia_Comp_510,D510,molar,-54.35890753683581
Para_Comp_1022,P1022,molar,158.04188568716157
Dia_Comp_94,D94,molar,-44.97726342867337
Para_Comp_317,P317,molar,128.56538560398317
Dia_Comp_1004,D1004,molar,-8.58709708410413
Dia_Comp_1397,D1397,molar,-84.0808975454248
Para_Comp_391,P391,molar,66.3871991170277
Dia_Comp_734,D734,molar,-40.255920343756785
Dia_Comp_616,D616,molar,-63.40833055616008
Para_Comp_96,P96,molar,15.80471720567719
Dia_Comp_500,D500,molar,-20.094044109635114
Dia_Comp_895,D895,molar,-41.12945896175999
Dia_Comp_439,D439,molar,-36.12753755012584
Dia_Comp_254,D254,molar,-45.357341705716316
Dia_Comp_953,D953,molar,-19.719280606134618
Para_Comp_286,P286,molar,57.9970856308342
Para_Comp_1093,P1093,molar,29.81783466762838
Para_Comp_105,P105,molar,37.119966768662984
Para_Comp_502,P502,molar,178.26394594424133
Dia_Comp_235,D235,molar,-28.183656144046545
Para_Comp_1259,P1259,molar,359.16409527044937
Dia_Comp_272,D272,molar,-39.17651939107258
Dia_Comp_553,D553,molar,-34.08523670429661
Dia_Comp_832,D832,molar,-37.20229027141428
Para_Comp_1047,P1047,molar,135.63492804289723
Dia_Comp_119,D119,molar,-46.91861230325138
Para_Comp_720,P720,molar,90.52193683117943
Para_Comp_278,P278,molar,1077.0235303827258
Dia_Comp_1369,D1369,molar,-27.303859897463653
Dia_Comp_274,D274,molar,-52.0681976191781
Dia_Comp_1379,D1379,molar,-16.274983359839148
Dia_Comp_277,D277,molar,-60.85824657911631
Para_Comp_544,P544,molar,37.65489856858004
Dia_Comp_752,D752,molar,-44.46282583643771
Dia_Comp_309,D309,molar,-35.48000734966257
Para_Comp_447,P447,molar,21.37549969040966
Dia_Comp_1175,D1175,molar,-53.68904450288905
Para_Comp_529,P529,molar,130.01621661036432
Para_Comp_185,P185,molar,334.5876181474472
Para_Comp_282,P282,molar,126.7066099171334
Dia_Comp_1108,D1108,molar,-60.55935057893612
Dia_Comp_284,D284,molar,-59.59410990279744
Para_Comp_183,P183,molar,45.48278940357617
Dia_Comp_163,D163,molar,-63.94124622059627
Dia_Comp_671,D671,molar,-36.46784788642443
Para_Comp_615,P615,molar,19.255198783582934
Para_Comp_558,P558,molar,18.18445527470186
Para_Comp_1460,P1460,molar,65.63426692496404
Dia_Comp_120,D120,molar,-30.583662050578965
Para_Comp_1452,P1452,molar,126.23548638955383
Dia_Comp_381,D381,molar,-58.45647326136157
Dia_Comp_54,D54,molar,-9.666510838909275
Para_Comp_591,P591,molar,60.84051857216811
Para_Comp_1124,P1124,molar,203.27510900884437
Para_Comp_1478,P1478,molar,160.44669821239458
Para_Comp_1269,P1269,molar,57.57428968011107
Para_Comp_168,P168,molar,18.0715102819332
Para_Comp_457,P457,molar,245.93512277312578
Para_Comp_819,P819,molar,254.35032632367268
Para_Comp_1466,P1466,molar,276.53789534178014
Dia_Comp_38,D38,molar,-41.90732616641348
Para_Comp_1334,P1334,molar,50.52157606061888
Para_Comp_1115,P1115,molar,110.19263176313002
Dia_Comp_1309,D1309,molar,-22.943291637311702
Para_Comp_1077,P1077,molar,31.998330642130465
Para_Comp_374,P374,molar,114.48566437787584
Dia_Comp_1045,D1045,molar,-45.93228574168826
Dia_Comp_891,D891,molar,-14.161445968685143
Dia_Comp_229,D229,molar,-47.02412773225521
Para_Comp_610,P610,molar,50.297417271127834
Dia_Comp_304,D304,molar,-24.019614030948965
Para_Comp_149,P149,molar,236.126613388417
Para_Comp_1561,P1561,molar,282.66338882261715
Para_Comp_20,P20,molar,74.87966789560592
Dia_Comp_2,D2,molar,-26.92520456400826
Para_Comp_263,P263,molar,116.91141550437534
Dia_Comp_739,D739,molar,-39.9770110070902
Dia_Comp_1234,D1234,molar,-43.185067931495944
Dia_Comp_917,D917,molar,-28.456803477143076
Dia_Comp_1362,D1362,molar,-36.7923622029085
Para_Comp_339,P339,molar,282.70159301958074
Dia_Comp_860,D860,molar,-58.029937799894675
Para_Comp_777,P777,molar,440.4649625113006
Dia_Comp_728,D728,molar,-64.77129941736852
Para_Comp_1121,P1121,molar,166.7393175853302
Para_Comp_130,P130,molar,27.386170576742828
Dia_Comp_802,D802,molar,-33.89657806195058
Para_Comp_11,P11,molar,190.8883741658675
Dia_Comp_403,D403,molar,-29.93969639212544
Para_Comp_1301,P1301,molar,128.73608584932123
Dia_Comp_281,D281,molar,-55.1888481860057
Para_Comp_1010,P1010,molar,15.986351250060416
Para_Comp_1152,P1152,molar,350.46659632220053
Dia_Comp_1113,D1113,molar,-34.766873430706
Para_Comp_1204,P1204,molar,56.63017325668396
Para_Comp_482,P482,molar,107.03917384148747
Para_Comp_1525,P1525,molar,487.5394272342145
Para_Comp_665,P665,molar,47.43070284915757
Para_Comp_1371,P1371,molar,223.95056355426453
Para_Comp_1240,P1240,molar,79.61480803430558
Para_Comp_808,P808,molar,214.11226889577844
Dia_Comp_688,D688,molar,-47.49062954364057
Para_Comp_686,P686,molar,55.63235419470801
Para_Comp_0,P0,molar,101.64185197496846
Para_Comp_871,P871,molar,22.145414080996797
Dia_Comp_335,D335,molar,-19.896975011602198
Para_Comp_575,P575,molar,47.581042450542554
Para_Comp_1142,P1142,molar,106.26078759896501
Para_Comp_1538,P1538,molar,168.06226263140567
Dia_Comp_126,D126,molar,-48.155145553599404
Para_Comp_736,P736,molar,21.815015951770057
Dia_Comp_897,D897,molar,-44.24335251857452
Dia_Comp_1080,D1080,molar,-37.87102869597923
Para_Comp_467,P467,molar,213.4937937360266
Dia_Comp_523,D523,molar,-25.367827503391027
Dia_Comp_1368,D1368,molar,-42.69090884723059
Dia_Comp_155,D155,molar,-54.43068793838991
Para_Comp_1560,P1560,molar,371.3183396455709
Para_Comp_554,P554,molar,62.53708597622002
Dia_Comp_515,D515,molar,-50.408123786339885
Dia_Comp_393,D393,molar,-53.16978804635124
Dia_Comp_806,D806,molar,-53.7637430950795
Dia_Comp_357,D357,molar,-53.4740480990455
Para_Comp_625,P625,molar,137.0309691627007
Para_Comp_919,P919,molar,50.83095510348076
Dia_Comp_440,D440,molar,-42.355873042519086
Para_Comp_1464,P1464,molar,247.89967002385123
Para_Comp_1402,P1402,molar,604.5107775813013
Para_Comp_1477,P1477,molar,102.50500132563806
Para_Comp_1363,P1363,molar,93.5065600554863
Dia_Comp_19,D19,molar,-56.50591413697151
Dia_Comp_1331,D1331,molar,-54.57250876103087
Para_Comp_1416,P1416,molar,168.49749657274535
Dia_Comp_1172,D1172,molar,-23.123558823498307
Para_Comp_1521,P1521,molar,198.63730645455408
Para_Comp_1206,P1206,molar,69.81847994060377
Para_Comp_1386,P1386,molar,137.54219436904154
Para_Comp_197,P197,molar,157.9104255822724
Para_Comp_1175,P1175,molar,107.41078491936591
Dia_Comp_993,D993,molar,-44.83079180740502
Para_Comp_1205,P1205,molar,225.52012073210247
Dia_Comp_1188,D1188,molar,-25.692793322701657
Para_Comp_243,P243,molar,76.39323820551411
Dia_Comp_409,D409,molar,-51.39014391565075
Para_Comp_1589,P1589,molar,88.18782475754459
Dia_Comp_1260,D1260,molar,-46.000902338532434
Para_Comp_363,P363,molar,316.53214994013143
Para_Comp_1274,P1274,molar,62.45422356917439
Para_Comp_1080,P1080,molar,175.27435982379865
Dia_Comp_408,D408,molar,-54.7916921617712
Dia_Comp_0,D0,molar,-40.20285694423013
Dia_Comp_378,D378,molar,-36.79240432875598
Dia_Comp_524,D524,molar,-18.884527615589267
Para_Comp_846,P846,molar,638.7962958646084
Dia_Comp_169,D169,molar,-3.3103318207408208
Para_Comp_110,P110,molar,334.599692136052
Para_Comp_192,P192,molar,120.5232616439666
Dia_Comp_1324,D1324,molar,-36.668512312253235
Dia_Comp_640,D640,molar,-50.42405725189628
Dia_Comp_711,D711,molar,-29.28306974822
Levitator_Proxy_5,L5,molar,-211.98684792251936
Para_Comp_931,P931,molar,409.33135564779246
Dia_Comp_961,D961,molar,-60.66656984317995
Para_Comp_266,P266,molar,128.58854200798592
Para_Comp_702,P702,molar,17.835161479486835
Para_Comp_335,P335,molar,257.27818813975375
Dia_Comp_541,D541,molar,-44.93542604112493
Para_Comp_845,P845,molar,57.35317492767451
Dia_Comp_810,D810,molar,-28.109312872587886
Dia_Comp_669,D669,molar,-35.76400297662889
Dia_Comp_22,D22,molar,-75.15983195020283
Para_Comp_494,P494,molar,111.21525864686593
Para_Comp_982,P982,molar,257.13583370993257
Dia_Comp_1218,D1218,molar,-33.90986758481985
Para_Comp_1238,P1238,molar,23.27190773621583
Dia_Comp_1224,D1224,molar,-10.270824347496045
Para_Comp_1020,P1020,molar,51.11652483275483
Para_Comp_458,P458,molar,178.8714674506046
Para_Comp_877,P877,molar,78.01417844600468
Para_Comp_1210,P1210,molar,55.042939190009
Dia_Comp_1159,D1159,molar,-40.0331521382828
Para_Comp_1518,P1518,molar,37.20200317524642
Dia_Comp_370,D370,molar,-57.64115114722195
Dia_Comp_999,D999,molar,-33.96493946026556
Dia_Comp_1252,D1252,molar,-19.211152631286957
Para_Comp_1310,P1310,molar,17.161125406118273
Para_Comp_1156,P1156,molar,303.86607606026706
Para_Comp_958,P958,molar,12.695795955483558
Dia_Comp_970,D970,molar,-57.140638921753535
Para_Comp_590,P590,molar,300.99417702361694
Para_Comp_524,P524,molar,27.59565885724837
Para_Comp_1253,P1253,molar,50.599162392348276
Para_Comp_1122,P1122,molar,80.91612078786335
Dia_Comp_887,D887,molar,-46.12925158631569
Para_Comp_38,P38,molar,167.21882513287133
Para_Comp_373,P373,molar,76.13488003206498
Dia_Comp_879,D879,molar,-16.018380134783243
Para_Comp_1361,P1361,molar,379.29670534891727
Para_Comp_885,P885,molar,29.126012642655642
Para_Comp_970,P970,molar,193.0490225831827
Dia_Comp_1169,D1169,molar,-72.73332621526316
Para_Comp_361,P361,molar,191.31960734669877
Para_Comp_597,P597,molar,364.8940943110066
Para_Comp_611,P611,molar,65.25452766315857
Dia_Comp_906,D906,molar,-34.43920131759361
Dia_Comp_928,D928,molar,-56.589641154163914
Para_Comp_111,P111,molar,70.11737417557063
Dia_Comp_311,D311,molar,-61.42092013347479
Dia_Comp_1075,D1075,molar,-73.95441119771678
Dia_Comp_454,D454,molar,-17.615902466041714
Dia_Comp_1360,D1360,molar,-31.813425338096017
Para_Comp_519,P519,molar,116.85360177508312
Dia_Comp_822,D822,molar,-44.44988009298273
Para_Comp_892,P892,molar,94.46912349927294
Para_Comp_992,P992,molar,111.39213476065176
Para_Comp_1555,P1555,molar,117.57039679650781
Dia_Comp_364,D364,molar,-49.558218247884454
Para_Comp_209,P209,molar,85.8619325725209
Para_Comp_704,P704,molar,139.66523368119687
Dia_Comp_1338,D1338,molar,-62.3235102126188
Para_Comp_442,P442,molar,215.3987286629643
Para_Comp_873,P873,molar,55.57658154800139
Dia_Comp_12,D12,molar,-25.62531648503344
Dia_Comp_228,D228,molar,-56.66762502310196
Dia_Comp_787,D787,molar,-18.967428417192988
Dia_Comp_867,D867,molar,-55.29975165419909
Para_Comp_58,P58,molar,436.31455495850656
Para_Comp_1335,P1335,molar,142.16417076364505
Para_Comp_106,P106,molar,294.7407037741486
Dia_Comp_735,D735,molar,-54.557593977711115
Para_Comp_745,P745,molar,23.611398341929885
Para_Comp_1349,P1349,molar,20.678247939753575
Para_Comp_917,P917,molar,295.5696053358377
Para_Comp_94,P94,molar,178.89671584085772
Dia_Comp_920,D920,molar,-57.11051059604941
Para_Comp_198,P198,molar,49.557679393520864
Dia_Comp_701,D701,molar,-16.83446098583807
Dia_Comp_1337,D1337,molar,-65.5379482360478
Para_Comp_52,P52,molar,18.680754410501997
Dia_Comp_486,D486,molar,-39.4544782928616
Dia_Comp_944,D944,molar,-20.964002673451596
Para_Comp_870,P870,molar,14.8718072587888
Dia_Comp_864,D864,molar,-49.38005629269903
